f1_debt,p_debt,r_debt,mcc,balanced_acc,tn,fp,fn,tp,roc_auc,pr_auc_debt,phase,model,n
0.4238921001926782,0.5882352941176471,0.3313253012048193,0.40742445201127686,0.6557220360916944,3796,77,222,110,0.6557220360916944,0.24769152851175283,val,satd_regex,4205
0.31671554252199413,0.46956521739130436,0.23893805309734514,0.3092286676349096,0.6118172453143524,3925,61,172,54,0.6118172453143523,0.15303270634808408,test,satd_regex,4212
